restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,city
Veer Ka Dhaba,Restaurant,North Indian,0.0,300.0,Vishrantwadi,Pune
Rotirrap,Restaurant,"Fast Food, Biryani",0.0,300.0,Dhankawadi,Pune
Gm 2 Gn,Restaurant,"North Indian, Beverages",0.0,400.0,Narhe,Pune
New Star Food & Catering,Restaurant,Biryani,0.0,200.0,Wakad,Pune
Hotel Shivsai Snacks Centre,Restaurant,Maharashtrian,0.0,300.0,Narhe,Pune
Hotel Jagadguru Pure Veg,Restaurant,"North Indian, Chinese, South Indian",0.0,650.0,Lonavala,Pune
Saibhog Kitchen,Restaurant,Maharashtrian,0.0,300.0,Rasta Peth,Pune
Dine Fine,Restaurant,"North Indian, Street Food",0.0,150.0,Narhe,Pune
Dakkhan Foods,Restaurant,"Coffee, Continental, Fast Food, Ice Cream, Maharashtrian",0.0,100.0,Bhosari,Pune
Matoshree Chinese Center,Restaurant,Fast Food,0.0,150.0,Chinchwad,Pune
5 Star Snacks,Restaurant,"Maharashtrian, South Indian",0.0,100.0,Baner,Pune
Apsons Restaurant,Restaurant,"Continental, Fast Food, Goan, Healthy Food, Juices, Maharashtrian, Salad, Sandwich",0.0,500.0,Bund Garden Road,Pune
Kanchan Dudh Dairy And Sweets,Restaurant,Desserts,0.0,150.0,Wakad,Pune
Roshan Tea & Snacks Center,Restaurant,Street Food,0.0,150.0,Hadapsar,Pune
Royal Chinese & Fast Food,Restaurant,Chinese,0.0,300.0,Hadapsar,Pune
Cafe Food King,Restaurant,"Biryani, Rolls, Fast Food",0.0,300.0,Hadapsar,Pune
Salt & Pepper Restaurant & Cafe,Restaurant,"Maharashtrian, North Indian, South Indian",0.0,600.0,Kothrud,Pune
Maratha Burger & Cafe Delight,Restaurant,Fast Food,0.0,300.0,Lohegaon,Pune
Sandwich High School,Restaurant,"Fast Food, Sandwich",0.0,200.0,Narhe,Pune
Desi Foodland,Restaurant,North Indian,0.0,200.0,Katraj,Pune
New Ashirvad Macchi House,Restaurant,North Indian,0.0,250.0,Pune-Solapur Road,Pune
Hunger Strike,Restaurant,"North Indian, Chinese",0.0,300.0,Hadapsar,Pune
Dhawle Bandhu Misal House,Restaurant,Maharashtrian,0.0,300.0,Budhwar Peth,Pune
Persian Cafe Irani Chai,Restaurant,"Fast Food, Chinese, Beverages",0.0,200.0,Hadapsar,Pune
Chintamani Pan Darbar,Restaurant,Paan,0.0,100.0,NIBM Road,Pune
Hotel Shree Sai,Restaurant,"North Indian, Chinese, Maharashtrian",0.0,200.0,Chinchwad,Pune
Burger Mines,Restaurant,Burger,0.0,100.0,Kothrud,Pune
Hotel Chai N Nashta,Restaurant,"South Indian, Beverages",0.0,100.0,Kothrud,Pune
Brijwasi Bhog,Restaurant,"North Indian, Fast Food, Mithai",0.0,200.0,Hadapsar,Pune
VG Pavbhaji & Cafe,Restaurant,"North Indian, Fast Food, Street Food",0.0,200.0,Kharadi,Pune
Cafe Impresso Espresso,Restaurant,"Fast Food, Beverages",0.0,200.0,Nigdi,Pune
Hotel Portland 34 Chowpatty,Restaurant,Chinese,0.0,300.0,Baner,Pune
CAFE MAAI,Restaurant,"Cafe, Chinese, Continental, Fast Food",0.0,400.0,Sinhgad Road,Pune
Kronaus Pizza,Restaurant,Fast Food,0.0,300.0,Hadapsar,Pune
Vishwa 7 Wonders Cafe,Restaurant,Fast Food,0.0,200.0,Shivane,Pune
Hotel Sagar Gharguti Muttan Khanawal,Restaurant,"Maharashtrian, North Indian",0.0,400.0,Bhosari,Pune
Chintamani Paan Shop,Restaurant,Paan,0.0,100.0,Kondhwa,Pune
Cafe Moonlight,Restaurant,"Chinese, Fast Food",0.0,350.0,Wagholi,Pune
Peshawar Biryanis and Snacks center,Restaurant,"Biryani, Fast Food",0.0,200.0,Pimpri,Pune
Cafe Cakes,Restaurant,"Desserts, Fast Food",0.0,300.0,Nigdi,Pune
Hotel Meals Combo,Restaurant,"North Indian, Chinese",0.0,300.0,Pimpri,Pune
Hotel NDR,Restaurant,"Chinese, Maharashtrian, North Indian, Mughlai, Fast Food",0.0,500.0,Bhosari,Pune
Lovely Foods,Restaurant,"Chinese, North Indian",0.0,200.0,Balewadi,Pune
Vitamin Tea,Restaurant,"North Indian, Street Food, Beverages",0.0,200.0,Satara Road,Pune
Cafe G9,Restaurant,"Fast Food, Burger",0.0,200.0,Bavdhan,Pune
The Desi Rasoi,Restaurant,North Indian,0.0,250.0,Dhankawadi,Pune
Dilkhush Seekh,Restaurant,"North Indian, Chinese",0.0,500.0,Wagholi,Pune
Great Vishal Biryani,Restaurant,Biryani,0.0,400.0,Bhosari,Pune
Gulp - Shakes and Juices,Restaurant,"Beverages, Juices",0.0,300.0,Shivaji Nagar,Pune
Wich Wich Sandwiches,Restaurant,Sandwich,0.0,300.0,Shivaji Nagar,Pune
Foodaholic,Restaurant,Chinese,0.0,300.0,Bavdhan,Pune
Umiya Food Zone,Restaurant,North Indian,0.0,150.0,Bhosari,Pune
Shree Radhakrishna Pure Veg,Restaurant,"Chinese, Maharashtrian, North Indian, South Indian, Street Food, Fast Food, Desserts, Beverages",0.0,500.0,Bhosari,Pune
Dakkhin Tadka,Restaurant,South Indian,0.0,200.0,Bhosari,Pune
Cafe Creme,Restaurant,"Beverages, Ice Cream",0.0,200.0,Bhosari,Pune
Cafe Tapari,Restaurant,"Fast Food, Beverages, Desserts",0.0,400.0,Bhosari,Pune
BASKET O' FRIES N' MO,Restaurant,Fast Food,0.0,250.0,Rasta Peth,Pune
Tiger Punch Cafe,Restaurant,"Fast Food, Beverages, Ice Cream",0.0,300.0,Pimple Gurav,Pune
Hotel New Patil,Restaurant,"South Indian, Fast Food",0.0,200.0,Bhosari,Pune
Kailas Misal,Restaurant,Fast Food,0.0,100.0,Bhosari,Pune
Shree Maa Ashapura Dining Hall,Restaurant,North Indian,0.0,250.0,Bhosari,Pune
#TAG Cafe,Restaurant,Fast Food,0.0,150.0,Bhosari,Pune
House of Tea,Restaurant,Fast Food,0.0,100.0,Wakad,Pune
Food China - Momos And Noodles,Restaurant,"Momos, Chinese",0.0,400.0,Pashan,Pune
Bawarchi Biryani House,Restaurant,"Biryani, Fast Food, North Indian",0.0,250.0,Bhosari,Pune
Sant Savata Mess,Restaurant,Maharashtrian,0.0,200.0,Balewadi,Pune
Bake My Day,Restaurant,Fast Food,0.0,300.0,Bhosari,Pune
Annapurna Dining Hall,Restaurant,"North Indian, Maharashtrian",0.0,200.0,Dehu Road,Pune
Khushi Snack Center,Restaurant,"Maharashtrian, South Indian, Fast Food, Street Food",0.0,250.0,Shivane,Pune
Riya's Kitchen,Restaurant,Biryani,0.0,150.0,Hadapsar,Pune
Dilli Ke Chatore,Restaurant,"North Indian, Chinese",0.0,400.0,Hinjawadi,Pune
Cafe Dasvidaniya,Restaurant,"Fast Food, Pizza, Burger, Sandwich",0.0,250.0,Pimpri,Pune
Sai Veg Non Veg,Restaurant,Chinese,0.0,250.0,Mundhwa,Pune
Om Sai Dosa Center,Restaurant,South Indian,0.0,100.0,Shukrawar Peth,Pune
Shivai Misal House,Restaurant,Street Food,0.0,100.0,Katraj,Pune
Kqueen Hotels,Restaurant,"South Indian, Chinese, North Indian, Kebab, Maharashtrian",0.0,600.0,Hadapsar,Pune
The Boomerang Cafe,Restaurant,Fast Food,0.0,250.0,Kharadi,Pune
Blue Dragon,Restaurant,Chinese,0.0,250.0,Aundh,Pune
Astha Roll - Paratha House,Restaurant,"North Indian, Rolls",0.0,150.0,JM Road,Pune
The Cake Factory,Restaurant,"Bakery, Desserts",0.0,300.0,Kothrud Area,Pune
Samadhan Hotel,Restaurant,Maharashtrian,0.0,400.0,Wagholi,Pune
Mega Bite,Restaurant,"South Indian, Street Food",0.0,200.0,Hinjawadi,Pune
KWC Foodies,Restaurant,"Fast Food, North Indian, Maharashtrian",0.0,150.0,Bhosari,Pune
Burger-O- Grill,Restaurant,Burger,0.0,200.0,Wadgaon Sheri,Pune
The Ace Cafe,Restaurant,"North Indian, Fast Food",0.0,300.0,Magarpatta,Pune
Hotel Bhumika(khandeshi Special),Restaurant,North Indian,0.0,300.0,Pimpri,Pune
Rasoi Pav Bhaji & Pulav Center,Restaurant,Street Food,0.0,150.0,JM Road,Pune
Cafe Chocolava,Restaurant,"Desserts, Beverages",0.0,300.0,Wanowrie,Pune
JD Cafe,Restaurant,"Street Food, Fast Food, Beverages",0.0,200.0,Pimpri,Pune
Pind Da Swaad,Restaurant,North Indian,0.0,200.0,Viman Nagar,Pune
Hotel Patilwada,Restaurant,"North Indian, Maharashtrian",0.0,350.0,Bavdhan,Pune
Chinese Cuisine Fast Food & Snacks,Restaurant,Chinese,0.0,250.0,Vishrantwadi,Pune
Mannat Biryani House,Restaurant,Biryani,0.0,300.0,Wakad,Pune
Hotel Swad,Restaurant,Street Food,3.5,150.0,Sinhgad Road,Pune
New York Bistro Kitchen,Restaurant,"Chinese, Fast Food",3.3,400.0,Wagholi,Pune
Jassi Da Khana Khazana,Restaurant,"Biryani, Chinese",3.0,300.0,Sinhgad Road,Pune
Tum Tum Dhaba,Restaurant,North Indian,2.8,300.0,Kondhwa,Pune
Paradise Hydrabad Biryani,Restaurant,"Biryani, Chinese",2.9,400.0,Pimple Saudagar,Pune
Shivshambho Amruttulya & Snacks,Restaurant,Street Food,3.3,100.0,Kondhwa,Pune
The Desi Crepe,Restaurant,"Fast Food, Beverages, Desserts",3.3,300.0,Salunkhe Vihar Road,Pune
Hotel Shivshahi Veg & Nonveg,Restaurant,"North Indian, Street Food",3.2,250.0,Sinhgad Road,Pune
SNS Food & Beverages,Restaurant,Maharashtrian,0.0,250.0,Pimple Saudagar,Pune
Manu's Cafe,Restaurant,"Fast Food, Beverages",3.3,550.0,Pashan,Pune
Dhoom Punjab,Restaurant,"North Indian, Chinese",0.0,300.0,Wagholi,Pune
Star 1 Cakes,Restaurant,Bakery,2.9,500.0,Hinjawadi,Pune
Northern Flavours Red Box,Restaurant,"North Indian, Biryani",3.0,300.0,Hinjawadi,Pune
Happy Punjabi Dhaba,Restaurant,North Indian,3.0,400.0,Pune-Solapur Road,Pune
Cafe Creamy Nuts,Restaurant,"Fast Food, Sandwich, Ice Cream, Beverages",3.2,300.0,Wakad,Pune
Aannachi Misal,Restaurant,Street Food,3.1,100.0,Hinjawadi,Pune
Cask & Crate,Restaurant,"Cafe, Beverages",3.4,500.0,Dehu Road,Pune
Flour Magic Bakery & Cafe,Restaurant,"Bakery, Fast Food, Street Food",2.9,250.0,Camp Area,Pune
Brunch & Munch,Restaurant,Fast Food,2.8,200.0,Katraj,Pune
Dyno Foods,Restaurant,North Indian,2.9,300.0,Katraj,Pune
Creamist,Restaurant,"Desserts, Ice Cream",2.9,400.0,Sinhgad Road,Pune
Trupti Authentic Indian Veg,Restaurant,"North Indian, South Indian, Chinese",2.9,300.0,Shivapur,Pune
Biker's Bite,Restaurant,"North Indian, Chinese",3.6,1000.0,Hinjawadi,Pune
Arena's Biryanis,Restaurant,Biryani,3.1,350.0,Balewadi,Pune
Lokseva Chicken Canteen,Restaurant,North Indian,3.3,300.0,Hadapsar,Pune
Hotel Cafe Coffee Dream,Restaurant,"Fast Food, Beverages",3.0,300.0,Pimple Saudagar,Pune
Sagar Dining Hall,Restaurant,Maharashtrian,3.1,200.0,Budhwar Peth,Pune
Saiba Food Court,Restaurant,North Indian,0.0,300.0,Hadapsar,Pune
Aapki Rasoi,Restaurant,"North Indian, Fast Food",3.1,400.0,Koregaon Park,Pune
Hot Cakes,Restaurant,Bakery,3.1,300.0,Pimpri Chinchwad Area,Pune
Aishwarya Snacks Center,Restaurant,Maharashtrian,3.2,100.0,Erandwane,Pune
Mr. Cup Plate,Restaurant,"Fast Food, Biryani",3.4,350.0,SB Road - Aundh,Pune
Food Lovers,Restaurant,"North Indian, Chinese",3.5,200.0,Yerawada,Pune
Cup a Tea,Restaurant,Street Food,3.2,300.0,Balewadi,Pune
Hotel Punyatil Laturkar,Restaurant,"Maharashtrian, South Indian, North Indian",3.3,200.0,Sinhgad Road,Pune
Little Barbeque,Restaurant,"BBQ, North Indian, Rolls",3.2,400.0,Pimple Gurav,Pune
Suprabhat Tiffins,Restaurant,"North Indian, Chinese, Fast Food",3.2,400.0,Hinjawadi,Pune
LT Biryani,Restaurant,Biryani,3.3,300.0,Balewadi,Pune
Sailors Bakery,Restaurant,Bakery,3.2,200.0,Old Mumbai-Pune Highway,Pune
Bandobast,Restaurant,Street Food,3.1,150.0,Kothrud,Pune
Just Fried Evolution,Restaurant,Street Food,3.1,200.0,Baner,Pune
Kaka Wadewale,Restaurant,"Fast Food, South Indian",3.2,150.0,Baner,Pune
Akash Family Restaurant,Restaurant,"North Indian, Chinese",3.0,600.0,Dehu Road,Pune
Try Eat,Restaurant,"Fast Food, North Indian",3.3,400.0,Pimpri,Pune
Swaraja Hotel,Restaurant,Maharashtrian,3.1,250.0,Aundh,Pune
The Cake Cuddles,Restaurant,Bakery,3.4,200.0,Kondhwa,Pune
Fine To Dine,Restaurant,"North Indian, Chinese, South Indian",3.1,350.0,Aundh,Pune
Hot Spot,Restaurant,Street Food,3.0,300.0,Pimpri,Pune
Shiv Shankar Wadewale,Restaurant,South Indian,3.0,150.0,Dhole Patil Road,Pune
The Waffler Co.,Restaurant,North Indian,3.5,200.0,Mundhwa,Pune
Kulfi Story,Restaurant,Ice Cream,3.3,200.0,Pimple Saudagar,Pune
Gauri Pure Veg,Restaurant,"Chinese, North Indian, Maharashtrian, South Indian",3.4,300.0,Ravet,Pune
Kritoz,Restaurant,"North Indian, Chinese",0.0,400.0,Katraj,Pune
Gupte's Food Delight,Restaurant,"North Indian, Fast Food",3.0,300.0,Karve Nagar,Pune
Aditya Konkani Kart,Restaurant,Seafood,3.2,500.0,Pune-Solapur Road,Pune
Rolls Royal,Restaurant,"Rolls, Momos, Fast Food",3.5,200.0,Sinhgad Road,Pune
Taste Of Punjabz,Restaurant,"North Indian, Chinese",3.1,500.0,Hadapsar,Pune
Food Juction,Restaurant,"Fast Food, North Indian",3.1,200.0,Yerawada,Pune
Hotel Samrudhi,Restaurant,North Indian,3.3,350.0,Kharadi,Pune
SP Restro,Restaurant,North Indian,0.0,300.0,Wagholi,Pune
Eat It,Restaurant,"North Indian, Fast Food, Beverages",3.1,500.0,Sinhgad Road,Pune
Chinese Addicted,Restaurant,Chinese,3.1,300.0,Wakad,Pune
Chinese Junction,Restaurant,"Chinese, Fast Food",3.1,200.0,Wakad,Pune
Spicy Affairs,Restaurant,"Fast Food, Chinese",3.1,300.0,Sadashiv Peth,Pune
Ayushi Restaurant,Restaurant,"North Indian, Fast Food",3.1,200.0,Bavdhan,Pune
Hotel Shivam,Restaurant,"North Indian, Maharashtrian",3.1,450.0,Hinjawadi,Pune
Pragati Restaurant,Restaurant,"North Indian, Chinese, Maharashtrian",3.2,400.0,Lohegaon,Pune
Hotel Aditya,Restaurant,"North Indian, Chinese",2.5,400.0,Wagholi,Pune
S R Chinese,Restaurant,Chinese,3.1,250.0,Katraj,Pune
Puneon,Restaurant,"Continental, Asian, Italian",3.9,700.0,Baner,Pune
Jalraj Da Dhaba,Restaurant,"North Indian, South Indian, Bengali, Beverages",3.3,300.0,Koregaon Park,Pune
Machineheads BBQ,Restaurant,"Fast Food, Healthy Food",0.0,300.0,Wagholi,Pune
The Food Court,Restaurant,"Fast Food, Beverages",3.2,250.0,Wakad,Pune
Shabnam Hotel,Restaurant,"North Indian, Mughlai",2.9,250.0,Yerawada,Pune
Hotel Sai 24,Restaurant,"Chinese, North Indian",3.2,250.0,Sinhgad Road,Pune
Arianne Kitchen,Restaurant,"Chinese, North Indian",3.1,200.0,Dhanori,Pune
Royal Garden,Restaurant,"Chinese, Fast Food",2.8,200.0,Bibvewadi,Pune
Royal Foods,Restaurant,"Chinese, North Indian",3.2,400.0,Lohegaon,Pune
BOLLYWOOD KITCHEN,Restaurant,"North Indian, Chinese, Continental, South Indian",3.0,250.0,Bhosari,Pune
Nookkad,Restaurant,"Street Food, Mithai",3.0,200.0,Sus,Pune
Vakratunda,Restaurant,Street Food,3.5,150.0,Chinchwad,Pune
Shivneri Family Restaurant,Restaurant,"North Indian, Chinese",3.0,400.0,Pimple Gurav,Pune
N S Cafe,Restaurant,Fast Food,3.5,150.0,Katraj,Pune
Eatos Stuffed Stories,Restaurant,North Indian,3.2,300.0,Pimple Saudagar,Pune
Ask Dosa Point,Restaurant,South Indian,0.0,150.0,Kondhwa,Pune
Coffee Zone,Restaurant,Beverages,3.5,150.0,Hadapsar,Pune
Hotel Jay Malhar,Restaurant,"North Indian, Maharashtrian",3.2,400.0,Bavdhan,Pune
Grace Biryani House,Restaurant,"South Indian, Biryani",3.0,500.0,Expressway,Pune
Desai Biryani Center,Restaurant,Biryani,3.0,200.0,Karve Nagar,Pune
Maharani Veg & Nonveg,Restaurant,"North Indian, Chinese, South Indian",2.8,350.0,Viman Nagar,Pune
Shawarma Cafe,Restaurant,"Lebanese, Fast Food",3.3,350.0,Katraj,Pune
Ziyafat Biryani,Restaurant,"Biryani, North Indian",3.5,350.0,Kothrud,Pune
East India Co.,Restaurant,"North Indian, Continental, Chinese",0.0,1200.0,Kharadi,Pune
Cafe Cheese And Ice,Restaurant,"Desserts, Fast Food, Beverages",3.3,250.0,Katraj,Pune
Rocky Chinese Corner,Restaurant,Chinese,3.1,250.0,Pimpri,Pune
Tirupati Dinning Hall,Restaurant,North Indian,2.9,400.0,Pimple Gurav,Pune
Matoshri Dosa And Snacks Centre,Restaurant,"South Indian, Fast Food",2.7,300.0,Wagholi,Pune
Samrat Cafe,Restaurant,"North Indian, Street Food, South Indian, Chinese",3.6,450.0,Wadgaon Sheri,Pune
Cafe Twilight,Restaurant,Cafe,3.4,300.0,Kothrud,Pune
Ignite Crunch & Cafe,Restaurant,Cafe,2.9,300.0,Pimpri,Pune
The Shaukeens,Restaurant,"North Indian, Chinese",3.1,400.0,Pune-Solapur Road,Pune
New Goodluckk Cafe,Restaurant,Fast Food,3.5,150.0,Hinjawadi,Pune
J's Catering Operations,Restaurant,Biryani,3.3,200.0,Pimpri,Pune
Chinese Express,Restaurant,Chinese,3.1,300.0,Karve Nagar,Pune
Jeet Fast Food,Restaurant,"North Indian, Chinese, Fast Food, Biryani",3.1,300.0,Kharadi,Pune
Hotel Sadhana,Restaurant,"North Indian, Chinese, Mughlai",3.1,350.0,Yerawada,Pune
Sagar Sweets,Restaurant,"Bakery, Street Food, Mithai",2.9,250.0,KP and Kalyani,Pune
Marwadi Jalebi Junction,Restaurant,Mithai,3.0,150.0,Warje,Pune
Indikitch Southwest,Restaurant,"Chinese, North Indian, Street Food",3.6,400.0,Kharadi,Pune
New Pune Cafe,Restaurant,Chinese,3.2,300.0,Fatima Nagar,Pune
Sarathi - The Tasty Corner,Restaurant,"Chinese, North Indian",3.2,350.0,Kondhwa,Pune
Apnaa Indore,Restaurant,"Street Food, Fast Food, South Indian, Beverages",3.4,200.0,Dhole Patil Road,Pune
Rasik Paan Shop,Restaurant,Paan,3.2,100.0,Sinhgad Road,Pune
Cocktail Food Court,Restaurant,"Fast Food, Cafe",3.1,150.0,Katraj,Pune
Royal Burgers And Momos,Restaurant,"Burger, Momos, Chinese, Pizza",3.0,200.0,Lohegaon,Pune
A1 Andda Bhurji Centre,Restaurant,Street Food,3.0,150.0,Katraj,Pune
Desi Chinese,Restaurant,Chinese,3.0,300.0,Dhankawadi,Pune
Mumbai Kebabs,Restaurant,"Chinese, North Indian",3.3,450.0,Viman Nagar,Pune
Foodastic,Restaurant,North Indian,3.4,200.0,Hinjawadi,Pune
Cafe Bellissimo,Restaurant,Fast Food,3.0,500.0,Dhanori,Pune
SPS Delicious Kitchen,Restaurant,North Indian,3.1,300.0,Parvati,Pune
Jayhind Biryani's,Restaurant,"Maharashtrian, North Indian, Chinese",0.0,400.0,Dhankawadi,Pune
Flavours,Restaurant,"Chinese, North Indian, Momos",3.1,450.0,Hinjawadi,Pune
Yashoda Nandan Dairy & Fast Food,Restaurant,"Street Food, South Indian",3.1,200.0,Lohegaon,Pune
Eat And Treat,Restaurant,"Sandwich, Fast Food, Rolls, Beverages",3.3,300.0,Wakad,Pune
Anjali Snacks Center,Restaurant,Street Food,3.0,100.0,Katraj,Pune
Lazeez Hub,Restaurant,"North Indian, Chinese",3.0,450.0,Pashan,Pune
Shanghai Express,Restaurant,Chinese,3.2,300.0,Vishrantwadi,Pune
Y2k,Restaurant,"North Indian, Maharashtrian",0.0,300.0,Hinjawadi,Pune
Wheat N Meat,Restaurant,"North Indian, Chinese, Goan",3.0,650.0,Lohegaon,Pune
Simran Court Restaurant & Bar,Restaurant,"North Indian, Chinese, Continental",0.0,1000.0,Wakad,Pune
SK Hyderabadi Biryani House,Restaurant,North Indian,0.0,300.0,Kharadi,Pune
B3,Restaurant,"North Indian, Chinese, Biryani",3.1,400.0,Balewadi,Pune
Chaitrali Pure Veg,Restaurant,Chinese,3.1,250.0,Magarpatta,Pune
Maay Kitchen,Restaurant,"Fast Food, Street Food",3.3,150.0,Sinhgad Road,Pune
Radhika Snacks,Restaurant,"Chinese, South Indian, Street Food",3.0,200.0,Sinhgad Road,Pune
Rajmudra Fast Food & Chinese Center,Restaurant,Chinese,3.1,300.0,Kharadi,Pune
Cafe Buzz,Restaurant,"Fast Food, Beverages",3.3,400.0,Sinhgad Road,Pune
Manjunatha,Restaurant,"South Indian, Street Food",3.1,150.0,Wadgaon Sheri,Pune
College Katta,Restaurant,North Indian,3.2,200.0,Talegaon,Pune
Hotel The Lavasa,Restaurant,"North Indian, South Indian, Biryani",3.1,300.0,Sus,Pune
Panipuri And Chat Center,Restaurant,Street Food,0.0,100.0,Camp Area,Pune
Chinese Express,Restaurant,Chinese,3.5,250.0,Wakad,Pune
Swaraj Hotels,Restaurant,South Indian,3.1,100.0,Dhankawadi,Pune
The Bake Shop & Bistro,Restaurant,"Fast Food, Momos",3.2,400.0,Kothrud,Pune
Hot N Tasty Chinese Express,Restaurant,Chinese,3.0,300.0,Karve Nagar,Pune
Darjaa Biryani,Restaurant,"North Indian, Biryani",3.1,500.0,Narhe,Pune
Hotel Aarogana,Restaurant,"North Indian, Chinese, Kebab",3.0,600.0,Balewadi,Pune
Pet Pooja,Restaurant,"Fast Food, Beverages",3.5,600.0,Lohegaon,Pune
Rutuja Kulfi & Rabdi,Restaurant,Desserts,3.3,200.0,Bibvewadi,Pune
Rolls Corner,Restaurant,"Rolls, Fast Food",0.0,200.0,Kalyani Nagar,Pune
Punjabi Paratha Corner,Restaurant,North Indian,3.1,150.0,Pimpri Chinchwad Area,Pune
Cafe Town,Restaurant,"Fast Food, Beverages",3.3,250.0,Wakad,Pune
Cafe +,Restaurant,"Fast Food, North Indian, Beverages",3.4,350.0,Hinjawadi,Pune
The Egg Factory,Restaurant,Fast Food,3.1,200.0,Wagholi,Pune
Lajwaab Biryani,Restaurant,"North Indian, Biryani",3.0,200.0,Akurdi,Pune
Sangrila Chinese,Restaurant,Chinese,2.9,300.0,Vishrantwadi,Pune
NK Restaurant,Restaurant,"North Indian, Chinese",3.3,400.0,Viman Nagar,Pune
Food In,Restaurant,"North Indian, Chinese",3.1,400.0,Pimpri,Pune
Night Out Cafe,Restaurant,Fast Food,3.3,300.0,Karve Nagar,Pune
Madras Cafe,Restaurant,South Indian,3.2,300.0,Dhanori,Pune
Lentils Kitchen,Restaurant,"Maharashtrian, North Indian",2.9,200.0,Aundh,Pune
Hotel Om Samarth & Dining Hall,Restaurant,"North Indian, Maharashtrian",3.4,300.0,Lohegaon,Pune
TTMM - Tongue Tummy & Much More,Restaurant,"North Indian, Fast Food, Beverages",3.2,450.0,Old Mumbai-Pune Highway,Pune
Shailaja,Restaurant,"North Indian, South Indian, Chinese",2.8,600.0,Karve Nagar,Pune
Anna's Biryani,Restaurant,"South Indian, North Indian, Biryani",3.0,250.0,Pune-Solapur Road,Pune
Taste Is Best Biryani House,Restaurant,"Biryani, North Indian",2.3,500.0,Hinjawadi,Pune
Eater 99 Family Restaurant,Restaurant,"North Indian, Chinese",2.9,800.0,Pimple Saudagar,Pune
Amul and Royal Ice Cream,Restaurant,Desserts,3.1,200.0,Pimple Saudagar,Pune
Krishna Pure Veg,Restaurant,"Chinese, North Indian",3.2,200.0,Kharadi,Pune
Shetkari Mala,Restaurant,"Maharashtrian, North Indian, Chinese, Seafood",3.4,800.0,Chinchwad,Pune
Ayyoo,Restaurant,South Indian,3.1,250.0,Bibvewadi,Pune
SG-TastyBites,Restaurant,"Fast Food, Coffee",3.1,150.0,Shivaji Nagar,Pune
Creamystery,Restaurant,Desserts,3.8,300.0,Kothrud,Pune
Raigad,Restaurant,Fast Food,3.0,350.0,Sinhgad Road,Pune
Roti Handiz,Restaurant,"Chinese, North Indian",3.0,400.0,Sinhgad Road,Pune
Rajmandir Ice Cream,Restaurant,Desserts,3.2,150.0,Sinhgad Road,Pune
DD's Cafe,Restaurant,"Cafe, Fast Food",3.2,250.0,Sinhgad Road,Pune
Hunger Ground,Restaurant,"Salad, Cafe, Healthy Food, Sandwich, Fast Food",3.1,200.0,Sinhgad Road,Pune
Ahil's Biryani House,Restaurant,"Biryani, North Indian",2.8,500.0,Sinhgad Road,Pune
Cafe Roaming Flavours,Restaurant,"Fast Food, Beverages",3.1,200.0,SB Road - Aundh,Pune
Max Chinese & Fast Food,Restaurant,Chinese,2.8,300.0,Yerawada,Pune
Southern Spice,Restaurant,South Indian,2.8,200.0,Dhanori,Pune
Caffe Tree Corner,Restaurant,Fast Food,3.3,400.0,Balewadi,Pune
The Royal Maratha,Restaurant,"North Indian, Chinese, Kebab",3.4,450.0,Baner,Pune
Food Hub,Restaurant,"North Indian, Biryani, Chinese",2.9,300.0,Baner,Pune
Icy Spicy,Restaurant,"Chinese, Fast Food",3.4,300.0,Baner,Pune
Délhi-Cious,Restaurant,"North Indian, Modern Indian",3.2,400.0,Viman Nagar,Pune
Cafe Durga,Restaurant,"Chinese, South Indian, Fast Food, Street Food, North Indian, Beverages",2.9,300.0,Wakad,Pune
Mr.Fries,Restaurant,"Fast Food, Pizza",2.9,300.0,Bhosari,Pune
Icy Spicy,Restaurant,"Fast Food, Sandwich, Burger, Rolls",2.9,300.0,Dange Chowk,Pune
Kasturi Biryani House,Restaurant,"Biryani, Maharashtrian",3.1,300.0,Pune-Solapur Road,Pune
Cafe Choco Craze,Restaurant,"Desserts, Beverages, Fast Food",3.4,250.0,Nigdi,Pune
Guruji Ki Rasoi,Restaurant,Chinese,2.9,400.0,NIBM Road,Pune
Sai Cafe Katta,Restaurant,"Fast Food, Street Food, North Indian, Maharashtrian, Beverages",3.1,400.0,Satara Road,Pune
Brew Beans Cafe,Restaurant,"Fast Food, Street Food",3.3,250.0,Kondhwa,Pune
Night Hungers -(NH4),Restaurant,"North Indian, Fast Food, Chinese",3.4,400.0,Katraj,Pune
Cafe Irani Katta,Restaurant,Fast Food,3.1,200.0,Mundhwa,Pune
Jagdamb Bhel & Panipuri Center,Restaurant,Street Food,3.3,100.0,Kothrud,Pune
Deli Times,Restaurant,"Bakery, Desserts",3.7,400.0,Wakad,Pune
The Big Bong Theory,Restaurant,Bengali,3.3,300.0,Viman Nagar,Pune
Lokanath Restaurant,Restaurant,"Chinese, North Indian, Kebab",3.2,350.0,Sinhgad Road,Pune
Rollitup,Restaurant,"Rolls, Street Food, North Indian",3.3,300.0,Kharadi,Pune
AK's Kitchen,Restaurant,"North Indian, Chinese",3.0,350.0,Hadapsar,Pune
Dessert's Shop,Restaurant,Desserts,2.9,300.0,Viman Nagar,Pune
Creamy Culture,Restaurant,Bakery,3.2,200.0,Baner,Pune
Tastesum Fast Food,Restaurant,"Chinese, Thai",3.2,400.0,NIBM Road,Pune
