restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,local address,city
The Chennai Express,Quick Bites,"South Indian, Chinese",3.8,200.0,Indiranagar,Indiranagar,Bangalore
The Chervil,Casual Dining,"North Indian, Continental",4.1,1000.0,JP Nagar,JP Nagar,Bangalore
The Chevron Brigade,Casual Dining,"Fast Food, Biryani, Chinese",3.3,1200.0,Lavelle Road,Brigade Road,Bangalore
The Chinese Table,Casual Dining,"Chinese, Thai, Pan Asian",3.0,400.0,Kalyan Nagar,Nagawara,Bangalore
The Chocolate Heaven,"Dessert Parlor, Cafe","Desserts, Cafe",2.8,600.0,Brigade Road,Commercial Street,Bangalore
The Chocolate Heaven - Cakes,"Dessert Parlor, Bakery","Desserts, Bakery, Beverages",3.9,600.0,Kalyan Nagar,Kalyan Nagar,Bangalore
The Chocolate Mansion,Delivery,Desserts,3.4,250.0,Malleshwaram,Sadashiv Nagar,Bangalore
The Chocolate Room,Cafe,"Cafe, Beverages",2.8,600.0,Electronic City,Electronic City,Bangalore
The Chocolatiers,Dessert Parlor,Desserts,3.5,150.0,Bannerghatta Road,Bannerghatta Road,Bangalore
The Choux Box,"Takeaway, Delivery","Desserts, Bakery",3.5,300.0,Koramangala 4th Block,Koramangala 6th Block,Bangalore
The Coastal Crew by Fujian on 24th,"Casual Dining, Bar","Chinese, Thai, Seafood, North Indian, Momos",4.2,1100.0,Bannerghatta Road,JP Nagar,Bangalore
The Coffee Bean & Tea Leaf,Cafe,"Cafe, Coffee",3.0,700.0,Whitefield,Whitefield,Bangalore
The Coffee Shack,Cafe,"Cafe, Chinese, Continental, Italian",4.2,500.0,Banashankari,Banashankari,Bangalore
The Colony Gastropub,"Casual Dining, Bar","Modern Indian, Continental",4.1,1200.0,HSR,HSR,Bangalore
The Combo House,Quick Bites,"Fast Food, North Indian",3.3,500.0,Brookefield,Whitefield,Bangalore
The Coorg Food Co.,Casual Dining,South Indian,4.3,750.0,Kalyan Nagar,Kalyan Nagar,Bangalore
The Corner - Hyatt Centric MG Road,Cafe,"Cafe, Desserts, Fast Food",2.8,1000.0,Indiranagar,Ulsoor,Bangalore
The Courtyard,Cafe,"Cafe, Italian",3.9,750.0,Brigade Road,Shanti Nagar,Bangalore
The Cravery,Cafe,Cafe,2.6,500.0,"Byresandra,Tavarekere,Madiwala",JP Nagar,Bangalore
The Creek - The Den Bengaluru,Casual Dining,"North Indian, Continental, Chinese",4.4,2000.0,Whitefield,Whitefield,Bangalore
The Crunch,Beverage Shop,Beverages,3.3,300.0,Brookefield,Brookefield,Bangalore
The Crust Factory,"Bakery, Cafe","Bakery, Cafe, Desserts",3.5,400.0,Malleshwaram,Yeshwantpur,Bangalore
The Cuboidal,Quick Bites,"Fast Food, Beverages, Sandwich",3.6,300.0,Bannerghatta Road,BTM,Bangalore
The Culinarium,"Cafe, Dessert Parlor","Cafe, Desserts, Beverages",3.7,1100.0,Brigade Road,Vasanth Nagar,Bangalore
The Cupcake Story,Bakery,Bakery,3.5,300.0,Malleshwaram,Yeshwantpur,Bangalore
The Curry Hut Plus,Casual Dining,"North Indian, South Indian, Chinese",3.4,400.0,Bannerghatta Road,Bannerghatta Road,Bangalore
The Daily,Quick Bites,"Rajasthani, North Indian",4.0,400.0,Electronic City,Electronic City,Bangalore
The Deagh,Quick Bites,"Chinese, North Indian, Arabian",3.7,500.0,Frazer Town,Frazer Town,Bangalore
The Delhiwala's Kitchen-Pure Veg,Quick Bites,North Indian,2.8,200.0,Brookefield,Brookefield,Bangalore
The Deli - The Den Bengaluru,Bakery,"Bakery, Desserts",3.7,600.0,Brookefield,"ITPL Main Road, Whitefield",Bangalore
The Denny's,Casual Dining,"North Indian, Chinese",3.7,900.0,"Byresandra,Tavarekere,Madiwala",Jayanagar,Bangalore
The Dessert Destination,Dessert Parlor,Desserts,2.8,300.0,Malleshwaram,Rajajinagar,Bangalore
The Dhaba,Casual Dining,North Indian,2.7,900.0,Brookefield,Marathahalli,Bangalore
The Difference,Casual Dining,"North Indian, Chinese, Arabian",2.7,600.0,Brookefield,Whitefield,Bangalore
The Diner,Casual Dining,"North Indian, Chinese, Andhra, Biryani",3.6,700.0,Brookefield,Whitefield,Bangalore
The Dining Table - Sahar Pavillion,"Casual Dining, Bar","Chinese, Continental, North Indian, Pizza, South Indian",3.7,1500.0,Electronic City,Electronic City,Bangalore
The Donut Baker,"Bakery, Dessert Parlor",Desserts,3.0,150.0,Brigade Road,Ulsoor,Bangalore
The Dreamy Oven,Bakery,"Bakery, Salad",3.7,600.0,Sarjapur Road,Sarjapur Road,Bangalore
The Druid Garden,"Microbrewery, Casual Dining","Asian, Continental, European, North Indian, Mediterranean",4.3,1700.0,New BEL Road,Sahakara Nagar,Bangalore
The Duke of Juices,"Food Court, Beverage Shop",Beverages,3.3,200.0,Malleshwaram,Yeshwantpur,Bangalore
The Early bell,Quick Bites,"North Indian, Chinese",3.9,300.0,Brookefield,Whitefield,Bangalore
The Eatery - Four Points by Sheraton Bengaluru,Casual Dining,"Continental, North Indian",4.0,1700.0,Whitefield,Whitefield,Bangalore
The Eatery Cafe & Restaurant,Casual Dining,Fast Food,3.8,800.0,Marathahalli,Marathahalli,Bangalore
The Egg Factory,Casual Dining,"Continental, American",4.0,750.0,"Byresandra,Tavarekere,Madiwala",HSR,Bangalore
The Elachi,Quick Bites,North Indian,3.1,500.0,Electronic City,Electronic City,Bangalore
The Elaichi Restaurant,Casual Dining,"North Indian, Asian, Continental, Bengali, Momos",3.6,700.0,Electronic City,Electronic City,Bangalore
The Farm House Bar n Grill,"Casual Dining, Bar","North Indian, Continental",3.7,800.0,Brookefield,Whitefield,Bangalore
The Fast Food,Quick Bites,"South Indian, Fast Food",3.9,150.0,Rajajinagar,Malleshwaram,Bangalore
The Fat Chef,Casual Dining,"Japanese, Italian, American, Asian, North Indian, Steak",4.1,1400.0,Brookefield,Whitefield,Bangalore
The Fatty Bao - Asian Gastro Bar,"Casual Dining, Bar","Asian, Thai, Vietnamese, Malaysian, Beverages",4.6,1200.0,Indiranagar,Indiranagar,Bangalore
The Feast Fries,Quick Bites,Fast Food,2.8,200.0,Kalyan Nagar,Kalyan Nagar,Bangalore
The Fiery Indian Kitchen,Casual Dining,North Indian,3.4,700.0,Lavelle Road,Majestic,Bangalore
The Fisherman's Wharf,"Casual Dining, Bar","Seafood, Goan, North Indian, Continental, Asian",4.3,1400.0,HSR,Sarjapur Road,Bangalore
The Fixx,"Casual Dining, Bar","Continental, South Indian, Italian, North Indian, Chinese",4.3,1200.0,Koramangala 4th Block,Koramangala 4th Block,Bangalore
The Flavours,Casual Dining,"Kerala, Chinese, Arabian, Biryani",3.2,500.0,Kalyan Nagar,Kalyan Nagar,Bangalore
The Flying Cup,Quick Bites,"Beverages, Fast Food, Tea",4.2,150.0,Bellandur,Sarjapur Road,Bangalore
The Flying Squirrel,Cafe,"Cafe, Bakery, Beverages, Burger, Continental",4.0,450.0,Brigade Road,Brigade Road,Bangalore
The Flying Trapeze,Lounge,"Continental, North Indian, Chinese, Modern Indian, Asian",2.8,1500.0,Koramangala 7th Block,Koramangala 5th Block,Bangalore
The Food Corner,Quick Bites,"North Indian, Chinese",2.8,400.0,Frazer Town,RT Nagar,Bangalore
The Food Cottage,Quick Bites,"Hyderabadi, North Indian",3.7,350.0,Bannerghatta Road,BTM,Bangalore
The Food Dude,Delivery,"Fast Food, Burger, Sandwich, Pizza",3.9,300.0,Koramangala 5th Block,Koramangala 6th Block,Bangalore
The Food Factory,Quick Bites,"North Indian, Chinese",2.7,450.0,HSR,HSR,Bangalore
The Food Therapy,"Casual Dining, Bar","North Indian, South Indian, Continental, Chinese",2.8,1000.0,HSR,Koramangala 1st Block,Bangalore
The Foodware Veg,Quick Bites,South Indian,3.8,400.0,Electronic City,Electronic City,Bangalore
The Foodyz,Quick Bites,"North Indian, Chinese",3.6,500.0,Jayanagar,JP Nagar,Bangalore
The Fortuna,Quick Bites,"North Indian, Chinese",3.0,250.0,Banashankari,Kumaraswamy Layout,Bangalore
The French Corner,"Bakery, Dessert Parlor","Bakery, Desserts, Fast Food",3.4,400.0,Kalyan Nagar,Kalyan Nagar,Bangalore
The French Loaf,Bakery,"Bakery, Desserts, Sandwich",3.8,400.0,Brigade Road,Koramangala 5th Block,Bangalore
The Fresh Factor,Quick Bites,"Juices, Sandwich",3.1,200.0,Koramangala 4th Block,Koramangala 6th Block,Bangalore
The Fresh Wok,"Takeaway, Delivery",Asian,3.3,600.0,"Byresandra,Tavarekere,Madiwala",BTM,Bangalore
The Frozen House,Dessert Parlor,"Desserts, Fast Food",2.8,300.0,Malleshwaram,Malleshwaram,Bangalore
The Ganache Factory,Delivery,"Desserts, Bakery",4.2,400.0,JP Nagar,Jayanagar,Bangalore
The Globe Grub,Casual Dining,"Continental, North Indian, Asian, Italian",4.4,1300.0,"Byresandra,Tavarekere,Madiwala",BTM,Bangalore
The Gluten Free Baking Co.,Bakery,Bakery,3.8,400.0,Frazer Town,Banaswadi,Bangalore
The Golden Metro,Casual Dining,"North Indian, Mughlai, Chinese, Continental",3.6,800.0,Lavelle Road,Seshadripuram,Bangalore
The Golden Spoon Restaurant Meat & Wine,Casual Dining,"Chinese, North Indian",3.5,1000.0,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Bangalore
The Good Bowl,"Takeaway, Delivery","Italian, North Indian, Biryani",2.8,500.0,Rajajinagar,Jayanagar,Bangalore
The Good Grain,Casual Dining,"Healthy Food, North Indian, South Indian",4.1,400.0,Brigade Road,Residency Road,Bangalore
The Grains,Quick Bites,"South Indian, North Indian, Chinese",2.8,300.0,Brookefield,Marathahalli,Bangalore
The Grand Kitchen Restaurant,Quick Bites,"North Indian, Chinese",2.8,400.0,"Byresandra,Tavarekere,Madiwala",BTM,Bangalore
The Grand Taj,Quick Bites,"North Indian, Chinese",3.2,350.0,Brigade Road,Shivajinagar,Bangalore
The Green House Family Restaurant,"Casual Dining, Bar","North Indian, Chinese, Seafood, Biryani",3.2,700.0,Lavelle Road,Majestic,Bangalore
The Green Path - Forgotten Food,Casual Dining,"North Indian, South Indian",4.3,1100.0,Malleshwaram,Malleshwaram,Bangalore
The Grill House,Casual Dining,"American, Mexican, Italian, Steak",4.0,1000.0,Kalyan Nagar,Kalyan Nagar,Bangalore
The Grilled & Fried,Quick Bites,Fast Food,2.8,300.0,Marathahalli,Marathahalli,Bangalore
The Grillo,Casual Dining,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",2.8,500.0,Banashankari,Jayanagar,Bangalore
The Grub Central,Cafe,"Cafe, Italian, Continental",4.0,700.0,Bellandur,HSR,Bangalore
The Gujarat Express,"Quick Bites, Sweet Shop","Street Food, Mithai, North Indian",3.1,250.0,Bannerghatta Road,Bannerghatta Road,Bangalore
The Happy Vegetarian,Casual Dining,"North Indian, Chinese, South Indian",2.8,600.0,Malleshwaram,Basaveshwara Nagar,Bangalore
The Hidden Cafe,Quick Bites,"North Indian, Fast Food",3.9,350.0,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Bangalore
The Hidden Home,Casual Dining,"Asian, Chinese, Continental, North Indian, South Indian",4.2,1300.0,Sarjapur Road,Sarjapur Road,Bangalore
The Higher Taste,Casual Dining,"Pizza, Biryani, North Indian, South Indian",4.3,800.0,Malleshwaram,Rajajinagar,Bangalore
The Higher Taste Stores,"Quick Bites, Bakery","Fast Food, Bakery",3.8,300.0,Malleshwaram,Malleshwaram,Bangalore
The Himalayan,Casual Dining,Korean,4.4,1200.0,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Bangalore
The Hole in the Wall Cafe,Cafe,"Cafe, American, Burger",4.6,600.0,Koramangala 4th Block,Koramangala 4th Block,Bangalore
The Hot Cafe,Quick Bites,Fast Food,3.2,300.0,JP Nagar,Kumaraswamy Layout,Bangalore
The House Of Paratha,Quick Bites,North Indian,3.7,200.0,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Bangalore
The Hub - Ibis Hotel,Bar,"Finger Food, Fast Food, Continental",3.5,2200.0,Brigade Road,Richmond Road,Bangalore
The Hub & The Bar - Hotel Ramada Encore,"Casual Dining, Bar","North Indian, Continental, Chinese, European",3.9,1700.0,Old Airport Road,Domlur,Bangalore
The Humble Pie,"Bakery, Dessert Parlor","Desserts, Bakery",3.9,200.0,HSR,HSR,Bangalore
The Humming Tree,Lounge,"Fast Food, European",4.0,1400.0,Brigade Road,Indiranagar,Bangalore
The Hundred Food Journey,Casual Dining,"Continental, Italian",3.8,1100.0,New BEL Road,New BEL Road,Bangalore
The Hunger Room,Quick Bites,"Continental, Sandwich, Burger, Italian, Salad, Pizza",3.9,400.0,Bannerghatta Road,JP Nagar,Bangalore
The Hungers Zone,Quick Bites,"Fast Food, Italian, Pizza",3.7,300.0,Koramangala 7th Block,BTM,Bangalore
The Hungry,Quick Bites,"Fast Food, Chinese",3.6,400.0,Electronic City,Electronic City,Bangalore
The Hungry Shark Cafe,Cafe,"Cafe, Continental, Beverages",3.9,700.0,Electronic City,Electronic City,Bangalore
The Hungry Yeti,Casual Dining,"Tibetan, Nepalese",4.0,700.0,Whitefield,Whitefield,Bangalore
The Hyderabad Chefs,"Takeaway, Delivery","North Indian, Hyderabadi, Andhra, Chinese",2.8,600.0,Whitefield,Whitefield,Bangalore
The Hyderbadi Chefs,Quick Bites,"South Indian, North Indian, Chinese",3.4,400.0,Electronic City,Electronic City,Bangalore
The Irish House,"Casual Dining, Pub","European, American",4.2,1700.0,Bellandur,Bellandur,Bangalore
The IT Crowd,Quick Bites,"North Indian, Burger, Sandwich, Chinese",2.8,400.0,Brookefield,Whitefield,Bangalore
The J,Quick Bites,"Fast Food, Beverages",4.0,450.0,Indiranagar,Church Street,Bangalore
The Jade Kitchen,Casual Dining,"Chinese, Thai",3.9,600.0,Jayanagar,JP Nagar,Bangalore
The Juice Shop,Quick Bites,"Juices, North Indian",2.8,200.0,Electronic City,Electronic City,Bangalore
The Juice Shop - Juicery And Kitchen,Quick Bites,"Beverages, Fast Food, Bakery",3.9,300.0,Kalyan Nagar,Kalyan Nagar,Bangalore
The Juicy,Beverage Shop,"Beverages, Juices",3.5,100.0,Bannerghatta Road,JP Nagar,Bangalore
The Jungle Terrace,Casual Dining,"Continental, Mexican, Lebanese",3.5,600.0,Brigade Road,Brigade Road,Bangalore
The Kabab Studio - Goldfinch Hotel,Casual Dining,"North Indian, Chinese, Continental",4.2,1500.0,Malleshwaram,Seshadripuram,Bangalore
The Kebab House,Quick Bites,"Kebab, Biryani",4.2,250.0,Sarjapur Road,Bellandur,Bangalore
The Kebab Room - Restaurant & Brewery,"Casual Dining, Microbrewery","Mughlai, North Indian",4.0,1000.0,Indiranagar,Indiranagar,Bangalore
The Kick-Ass Company Pub & Diner,Pub,Finger Food,3.7,800.0,Marathahalli,Marathahalli,Bangalore
The Kim Chi Chef,Casual Dining,"Chinese, Thai, Momos",4.0,900.0,Whitefield,Whitefield,Bangalore
The Kimchi Chef,Casual Dining,"Thai, Chinese",3.4,500.0,Whitefield,Whitefield,Bangalore
The Kitchen,Casual Dining,"Andhra, Biryani, Mughlai",2.8,800.0,JP Nagar,JP Nagar,Bangalore
The Kitchen Bandit,Delivery,"Chinese, North Indian, Fast Food",3.2,350.0,"Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block,Bangalore
The Kitchen Chef,Delivery,"Fast Food, North Indian, Chinese",2.9,500.0,Indiranagar,Old Airport Road,Bangalore
The Kitchen Story,Delivery,"North Indian, Chinese",3.2,300.0,HSR,HSR,Bangalore
The Konkan - Seafood Restaurant,Casual Dining,"Seafood, Konkan, Mangalorean",4.4,850.0,Brigade Road,St. Marks Road,Bangalore
The Kream Story,"Dessert Parlor, Quick Bites","Desserts, Fast Food",4.1,500.0,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Bangalore
The Krishna Grand,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",3.9,750.0,Banashankari,Banashankari,Bangalore
The Krishna Grand Xpress,Quick Bites,"South Indian, Fast Food",4.0,350.0,Banashankari,Jayanagar,Bangalore
The Lakefront Kitchen,Casual Dining,"North Indian, Chinese, Mughlai",3.7,600.0,Sarjapur Road,Electronic City,Bangalore
The LaLiT Boulangerie - The LaLiT Ashok Bangalore,"Bakery, Dessert Parlor","Bakery, Desserts",3.2,600.0,Malleshwaram,Seshadripuram,Bangalore
The Lantern Restaurant & Bar - The Ritz-Carlton...,"Fine Dining, Bar",Chinese,4.3,3500.0,Lavelle Road,Residency Road,Bangalore
The Lassi and Juice Park,"Beverage Shop, Dessert Parlor","Juices, Desserts",3.8,150.0,Banashankari,Banashankari,Bangalore
The Lassi Bar,Beverage Shop,"Beverages, Juices",3.7,300.0,"Byresandra,Tavarekere,Madiwala",BTM,Bangalore
The Lassi Park,Beverage Shop,"Juices, Desserts",3.8,200.0,Frazer Town,Frazer Town,Bangalore
The Leela Cake Shop - The Leela Palace,Dessert Parlor,"Desserts, Bakery",3.9,1200.0,Indiranagar,Old Airport Road,Bangalore
The Lemon Grass Kitchen,Quick Bites,"Chinese, Thai",3.3,300.0,Electronic City,Electronic City,Bangalore
The Light House Restaurant,Casual Dining,"North Indian, Chinese, Seafood",4.2,500.0,New BEL Road,New BEL Road,Bangalore
The Lighthouse Cafe,Casual Dining,"American, Italian",3.6,650.0,Whitefield,Whitefield,Bangalore
The Litti Company,"Takeaway, Delivery",Bihari,3.5,400.0,Whitefield,Whitefield,Bangalore
The Little Chef,Casual Dining,"North Indian, Chinese",3.5,600.0,HSR,HSR,Bangalore
The Little Kitchen,Quick Bites,"Chinese, North Indian",3.3,300.0,"Byresandra,Tavarekere,Madiwala",JP Nagar,Bangalore
The Lobby Brew - Conrad Bengaluru,Cafe,"Cafe, North Indian, Fast Food",3.8,2200.0,Indiranagar,Ulsoor,Bangalore
The Lobby Lounge - Shangri-La Hotel,Cafe,Cafe,3.8,2000.0,Lavelle Road,Vasanth Nagar,Bangalore
The Lobby Lounge - The Ritz-Carlton,Casual Dining,Beverages,4.1,2000.0,Brigade Road,Residency Road,Bangalore
The Local,"Pub, Casual Dining","Finger Food, Continental, Italian, Salad",4.2,1400.0,Kalyan Nagar,Kalyan Nagar,Bangalore
The Local - Burger Bar,"Pub, Casual Dining","American, Pizza, Burger",3.8,1500.0,Koramangala 4th Block,Koramangala 6th Block,Bangalore
The Local - Terrace Drinkery,"Pub, Casual Dining","Continental, American, Pizza, BBQ",4.0,1000.0,Koramangala 4th Block,Koramangala 6th Block,Bangalore
The London Curry House - The Royale Senate Hotel,"Casual Dining, Bar","Pizza, North Indian, Modern Indian",4.5,1300.0,Malleshwaram,Race Course Road,Bangalore
The London Shakes,Beverage Shop,"Beverages, Fast Food",2.8,400.0,Koramangala 4th Block,BTM,Bangalore
The Lounge - Eden Park Restaurants,Lounge,"North Indian, Afghani",3.7,1350.0,Basavanagudi,Jayanagar,Bangalore
The Lounge - The Chancery Pavilion,Casual Dining,"Chinese, North Indian, South Indian",3.7,2000.0,Brigade Road,Residency Road,Bangalore
The Lovin' Oven Cakery,Bakery,"Bakery, Desserts",3.5,500.0,Frazer Town,Banaswadi,Bangalore
The Mad Teapot,Cafe,Cafe,4.1,850.0,Indiranagar,Indiranagar,Bangalore
The Magic Chef,Quick Bites,"North Indian, Chinese",3.7,300.0,Electronic City,Electronic City,Bangalore
The Mangalorean,Casual Dining,"Konkan, Mangalorean, Seafood",4.1,550.0,Frazer Town,Kammanahalli,Bangalore
The Maori - Aurick Boutique Hotel,Casual Dining,"Chinese, North Indian",3.5,1000.0,Jayanagar,JP Nagar,Bangalore
The Marash,Dessert Parlor,"Turkish, Desserts",4.3,250.0,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Bangalore
The Marina,Casual Dining,"Seafood, Continental, North Indian, South Indian",4.4,1200.0,Indiranagar,Indiranagar,Bangalore
The Market - The Ritz-Carlton,Fine Dining,"North Indian, European, Thai",4.3,3400.0,Brigade Road,Residency Road,Bangalore
The Meal Story,Casual Dining,"North Indian, Street Food",4.1,700.0,Sarjapur Road,Sarjapur Road,Bangalore
The Midnight Kitchen,Delivery,"Continental, Chinese",3.8,250.0,Koramangala 4th Block,Koramangala 8th Block,Bangalore
The Milkshake Co and More,"Takeaway, Delivery","Beverages, Desserts, Fast Food",2.8,250.0,Electronic City,South Bangalore,Bangalore
The Milkshake Theory,Beverage Shop,"Beverages, Fast Food",2.8,400.0,Whitefield,Whitefield,Bangalore
The Mint Resto Bar,"Casual Dining, Bar","North Indian, Chinese, Andhra",2.6,1000.0,Marathahalli,Marathahalli,Bangalore
The Mirchi,"Takeaway, Delivery","Chinese, North Indian, Bengali",3.3,400.0,Electronic City,Electronic City,Bangalore
The Modak,Quick Bites,"North Indian, Street Food, Desserts, Chinese",3.6,400.0,Bellandur,Bellandur,Bangalore
The Momo Farm,Quick Bites,"Chinese, Tibetan",3.7,300.0,New BEL Road,Jalahalli,Bangalore
The Monalisa Restaurant,Quick Bites,Chinese,3.3,300.0,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Bangalore
The Mughal's,Quick Bites,"Mughlai, North Indian, Chinese",3.7,400.0,Brigade Road,Frazer Town,Bangalore
The Munch Box,Quick Bites,"American, Chinese",2.8,300.0,"Byresandra,Tavarekere,Madiwala",HSR,Bangalore
The Mylapore Cafe,Quick Bites,South Indian,3.7,150.0,Koramangala 4th Block,Koramangala 1st Block,Bangalore
The Nest - The Den Bengaluru,"Bar, Casual Dining","Finger Food, North Indian, Continental",3.4,1500.0,Whitefield,"ITPL Main Road, Whitefield",Bangalore
The Night King,"Takeaway, Delivery","North Indian, Chinese",3.3,400.0,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Bangalore
The Night Watch Express,"Takeaway, Delivery","North Indian, Chinese",3.0,500.0,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Bangalore
The North and South Restaurant,"Takeaway, Delivery","North Indian, Chinese, South Indian",3.2,400.0,Brookefield,Whitefield,Bangalore
The Nosh House,Delivery,"American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls",4.3,600.0,Bellandur,Sarjapur Road,Bangalore
The Ocean Kitchen,Quick Bites,"North Indian, Chinese, Seafood, South Indian",2.8,200.0,Bannerghatta Road,Bannerghatta Road,Bangalore
The Old Fashioned Bar,Bar,"Finger Food, North Indian, Continental",4.5,1000.0,Koramangala 4th Block,Koramangala 6th Block,Bangalore
The Only Place,Casual Dining,"Italian, American, Steak, Continental, BBQ, Salad",4.2,1000.0,Brigade Road,Church Street,Bangalore
The Onyx - The HHI Select Bengaluru,Casual Dining,"North Indian, Chinese, Continental",3.3,950.0,Bannerghatta Road,JP Nagar,Bangalore
The Open Box,"Casual Dining, Bar","European, North Indian, Mediterranean, Asian, Salad",4.2,1400.0,Brigade Road,St. Marks Road,Bangalore
The Open Cafe,Cafe,"Cafe, Chinese, Continental",3.7,500.0,"Byresandra,Tavarekere,Madiwala",HSR,Bangalore
The Orchard,Casual Dining,North Indian,4.0,900.0,Malleshwaram,Sadashiv Nagar,Bangalore
The Orchid,Casual Dining,"North Indian, Continental",3.7,1400.0,Rajajinagar,Majestic,Bangalore
The Oriental Spice - Ashraya Hotel,Casual Dining,"Chinese, Thai, Indonesian",3.8,1300.0,Residency Road,Infantry Road,Bangalore
The Original Bistro,Casual Dining,"Italian, Beverages",4.1,600.0,Kalyan Nagar,Kalyan Nagar,Bangalore
